"state","violation_raw","violation","violation_clean"
"WA","910","Weapons Violation - Felony","Other"
"WA","911","Weapons Violation - Misdemeanor","Other"
"WA","914","Drugs Paraphernalia - Felony","Other"
"WA","918","Drugs Paraphernalia - Misdemeanor","Other"
"WA","997","Non-Traffic Vltn/I","Other"
"WA","998","Non-Traffic Vltn/C","Other"
"WA","999","Non-Traffic Vltn/F","Other"
"WA","98","Other violations - I","Other"
"WA","99","Other violations - C","Other"
"WI","10-D-1","100-Regular Enforcement Activity","Other"
"WI","10-R-1","RADAR - SPEED","Speeding"
"WI","10-R-2","LASER - SPEED","Speeding"
"WI","10-R-4","OTHER SPEED","Speeding"
"WI","10-R-5","OTHER MOVING VIOLATION","Moving violation"
"WI","10-R-6","NON MOVING VIOLATION","Other"
"WI","10-R-7","SEAT BELT","Seat belt"
"WI","73-D-1","SPEED","Speeding"
"WI","73-D-10","REGULAR ENFORCEMENT ACTIVITY","Other"
"WI","73-D-15","MITIGATION ACTIVITY","Other"
"WI","73-D-2","LANE VIOLATION","Safe movement"
"WI","73-D-20","MOTOR UNIT ACTIVITY","Other"
"WI","73-D-3","SEAT BELT","Seat belt"
"WI","73-D-6","LIGHT EQUIPMENT VIOLATION","Lights"
"WI","73-D-7","EXPIRED REGISTRATION","Registration/plates"
"WI","73-D-99","OTHER","Other"
"WI","73-D-NA","OTHER","Other"
"WI","73-R-1","MOVING VIOLATION","Moving violation"
"WI","73-R-10","SEAT BELT","Seat belt"
"WI","73-R-15","RADAR - SPEED","Speeding"
"WI","73-R-2","NON-MOVING VIOLATION","Other"
"WI","73-R-20","LASER - SPEED","Speeding"
"WI","73-R-25","VASCAR - SPEED OR FTC","Speeding"
"WI","73-R-3","EQUIPMENT VIOLATION","Equipment"
"WI","73-R-30","OTHER SPEED","Speeding"
"WI","73-R-35","MOVING VIOLATION - OTHER","Moving violation"
"WI","73-R-40","NON-MOVING VIOLATION","Other"
"WI","ALTER VEH. REGISTRATION PLATE/STICKER","ALTER VEH. REGISTRATION PLATE/STICKER","Registration/plates"
"WI","AMPLIFIED EXHAUST","AMPLIFIED EXHAUST","Equipment"
"WI","APPROACHING OPERATOR FAIL/DIM MULTIBEAMS","APPROACHING OPERATOR FAIL/DIM MULTIBEAMS","Safe movement"
"WI","AUTOMOBILE FOLLOWING TOO CLOSELY","AUTOMOBILE FOLLOWING TOO CLOSELY","Safe movement"
"WI","BRAKE LIGHT COVERS/OBSTRUCTED","BRAKE LIGHT COVERS/OBSTRUCTED","Lights"
"WI","COVER/OBSTRUCT STOP LAMP LENSES","COVER/OBSTRUCT STOP LAMP LENSES","Lights"
"WI","COVERED/OBSCURED TAIL LAMPS/REFLECTORS","COVERED/OBSCURED TAIL LAMPS/REFLECTORS","Lights"
"WI","CRACKED/BROKEN LENSES/REFLECTORS","CRACKED/BROKEN LENSES/REFLECTORS","Equipment"
"WI","CRACKED/DAMAGED VEHICLE WINDSHIELD","CRACKED/DAMAGED VEHICLE WINDSHIELD","Equipment"
"WI","CRACKED/DAMAGED/POOR REFLECT ON MIRROR","CRACKED/DAMAGED/POOR REFLECT ON MIRROR","Equipment"
"WI","DAMAGED/DISTORTED VEHICLE BUMPERS","DAMAGED/DISTORTED VEHICLE BUMPERS","Equipment"
"WI","DEFECTIVE BRAKE LAMP - LEFT","DEFECTIVE BRAKE LAMP - LEFT","Lights"
"WI","DEFECTIVE BRAKE LAMP - RIGHT","DEFECTIVE BRAKE LAMP - RIGHT","Lights"
"WI","DEFECTIVE BRAKE LAMP LEFT","DEFECTIVE BRAKE LAMP LEFT","Lights"
"WI","DEFECTIVE BRAKE LAMP RIGHT","DEFECTIVE BRAKE LAMP RIGHT","Lights"
"WI","DEFECTIVE BRAKE LAMP","DEFECTIVE BRAKE LAMP","Lights"
"WI","DEFECTIVE BRAKE LAMP-LEFT","DEFECTIVE BRAKE LAMP-LEFT","Lights"
"WI","DEFECTIVE BRAKE LAMP-RIGHT","DEFECTIVE BRAKE LAMP-RIGHT","Lights"
"WI","DEFECTIVE BRAKE LAMPS","DEFECTIVE BRAKE LAMPS","Lights"
"WI","DEFECTIVE DRIVER-SIDE BRAKE LAMP","DEFECTIVE DRIVER-SIDE BRAKE LAMP","Lights"
"WI","DEFECTIVE DRIVER-SIDE HEADLAMP","DEFECTIVE DRIVER-SIDE HEADLAMP","Lights"
"WI","DEFECTIVE EXHAUST","DEFECTIVE EXHAUST","Equipment"
"WI","DEFECTIVE HEADLAMP (DRIVER SIDE)","DEFECTIVE HEADLAMP (DRIVER SIDE)","Lights"
"WI","DEFECTIVE HEADLAMP (PASSENGER SIDE)","DEFECTIVE HEADLAMP (PASSENGER SIDE)","Lights"
"WI","DEFECTIVE HEADLAMP - LEFT","DEFECTIVE HEADLAMP - LEFT","Lights"
"WI","DEFECTIVE HEADLAMP - PASSENGER SIDE","DEFECTIVE HEADLAMP - PASSENGER SIDE","Lights"
"WI","DEFECTIVE HEADLAMP - RIGHT","DEFECTIVE HEADLAMP - RIGHT","Lights"
"WI","DEFECTIVE HEADLAMP","DEFECTIVE HEADLAMP","Lights"
"WI","DEFECTIVE HEADLAMP-DRIVER SIDE","DEFECTIVE HEADLAMP-DRIVER SIDE","Lights"
"WI","DEFECTIVE HEADLAMP-DRIVER","DEFECTIVE HEADLAMP-DRIVER","Lights"
"WI","DEFECTIVE HEADLAMP-LEFT","DEFECTIVE HEADLAMP-LEFT","Lights"
"WI","DEFECTIVE HEADLAMP-PASSENGER","DEFECTIVE HEADLAMP-PASSENGER","Lights"
"WI","DEFECTIVE HEADLAMP-RIGHT","DEFECTIVE HEADLAMP-RIGHT","Lights"
"WI","DEFECTIVE HEADLAMPS - DRIVER SIDE","DEFECTIVE HEADLAMPS - DRIVER SIDE","Lights"
"WI","DEFECTIVE HEADLAMPS - PASSENGER SIDE","DEFECTIVE HEADLAMPS - PASSENGER SIDE","Lights"
"WI","DEFECTIVE HEADLAMPS","DEFECTIVE HEADLAMPS","Lights"
"WI","DEFECTIVE LEFT BRAKE LAMP","DEFECTIVE LEFT BRAKE LAMP","Lights"
"WI","DEFECTIVE LEFT HEADLAMP","DEFECTIVE LEFT HEADLAMP","Lights"
"WI","DEFECTIVE LEFT TAIL LAMP","DEFECTIVE LEFT TAIL LAMP","Lights"
"WI","DEFECTIVE LICENSE PLATE LAMP","DEFECTIVE LICENSE PLATE LAMP","Lights"
"WI","DEFECTIVE PASSENGER-SIDE HEADLAMP","DEFECTIVE PASSENGER-SIDE HEADLAMP","Lights"
"WI","DEFECTIVE RIGHT BRAKE LAMP","DEFECTIVE RIGHT BRAKE LAMP","Lights"
"WI","DEFECTIVE RIGHT HEADLAMP","DEFECTIVE RIGHT HEADLAMP","Lights"
"WI","DEFECTIVE RIGHT TAIL LAMP","DEFECTIVE RIGHT TAIL LAMP","Lights"
"WI","DEFECTIVE SPEEDOMETER","DEFECTIVE SPEEDOMETER","Equipment"
"WI","DEFECTIVE TAIL LAMP - LEFT","DEFECTIVE TAIL LAMP - LEFT","Lights"
"WI","DEFECTIVE TAIL LAMP - RIGHT","DEFECTIVE TAIL LAMP - RIGHT","Lights"
"WI","DEFECTIVE TAIL LAMP LEFT","DEFECTIVE TAIL LAMP LEFT","Lights"
"WI","DEFECTIVE TAIL LAMP RIGHT","DEFECTIVE TAIL LAMP RIGHT","Lights"
"WI","DEFECTIVE TAIL LAMP","DEFECTIVE TAIL LAMP","Lights"
"WI","DEFECTIVE TAIL LAMP-LEFT","DEFECTIVE TAIL LAMP-LEFT","Lights"
"WI","DEFECTIVE TAIL LAMP-RIGHT","DEFECTIVE TAIL LAMP-RIGHT","Lights"
"WI","DEFECTIVE TAIL LAMPS ON TRAILER","DEFECTIVE TAIL LAMPS ON TRAILER","Lights"
"WI","DEFECTIVE TAIL LAMPS","DEFECTIVE TAIL LAMPS","Lights"
"WI","DEFECTIVE TURN SIGNAL LAMP","DEFECTIVE TURN SIGNAL LAMP","Lights"
"WI","DEFECTIVE/MISSING INSIDE MIRROR","DEFECTIVE/MISSING INSIDE MIRROR","Equipment"
"WI","DEFECTIVE/MISSING LEFT OUTSIDE MIRROR","DEFECTIVE/MISSING LEFT OUTSIDE MIRROR","Equipment"
"WI","DEFECTIVE/MISSING RIGHT OUTSIDE MIRROR","DEFECTIVE/MISSING RIGHT OUTSIDE MIRROR","Equipment"
"WI","DEP/DIS SOLID WASTE-PUB/PRV PROPERTY <10 GAL","DEP/DIS SOLID WASTE-PUB/PRV PROPERTY <10 GAL","Other"
"WI","DEVIATING FROM LANE OF TRAFFIC","DEVIATING FROM LANE OF TRAFFIC","Safe movement"
"WI","DEVIATION FROM DESIGNATED LANE [1st]","DEVIATION FROM DESIGNATED LANE [1st]","Safe movement"
"WI","DEVIATION FROM DESIGNATED LANE [1ST]","DEVIATION FROM DESIGNATED LANE [1ST]","Safe movement"
"WI","DEVIATION FROM DESIGNATED LANE","DEVIATION FROM DESIGNATED LANE","Safe movement"
"WI","DISPLAY FALSE VEHICLE REGISTRATION PLATE","DISPLAY FALSE VEHICLE REGISTRATION PLATE","Registration/plates"
"WI","DISPLAY UNAUTH. VEH. REGISTRATION PLATE","DISPLAY UNAUTH. VEH. REGISTRATION PLATE","Registration/plates"
"WI","DRIVING TOO FAST FOR CONDITIONS","DRIVING TOO FAST FOR CONDITIONS","Safe movement"
"WI","DRIVING WRONG WAY ON DIVIDED HIGHWAY","DRIVING WRONG WAY ON DIVIDED HIGHWAY","Safe movement"
"WI","EQUIP MOTOR VEHICLE WITH ILLEGAL MUFFLER","EQUIP MOTOR VEHICLE WITH ILLEGAL MUFFLER","Equipment"
"WI","EQUIP NONPOLICE VEH. W/ BLUE LIGHTS","EQUIP NONPOLICE VEH. W/ BLUE LIGHTS","Lights"
"WI","EXCEEDING SPEED LIMIT IN WORK AREA","EXCEEDING SPEED LIMIT IN WORK AREA","Speeding"
"WI","EXCEEDING SPEED ZONE","EXCEEDING SPEED ZONE","Speeding"
"WI","EXCEEDING SPEED ZONES (1-10 MPH) WORK AREA","EXCEEDING SPEED ZONES (1-10 MPH) WORK AREA","Speeding"
"WI","EXCEEDING SPEED ZONES ETC. (1-10 MPH)","EXCEEDING SPEED ZONES ETC. (1-10 MPH)","Speeding"
"WI","EXCEEDING SPEED ZONES ETC. (11-15 MPH)","EXCEEDING SPEED ZONES ETC. (11-15 MPH)","Speeding"
"WI","EXCEEDING SPEED ZONES ETC. (16-19 MPH)","EXCEEDING SPEED ZONES ETC. (16-19 MPH)","Speeding"
"WI","EXCEEDING SPEED ZONES ETC. (20-24 MPH)","EXCEEDING SPEED ZONES ETC. (20-24 MPH)","Speeding"
"WI","EXCEEDING SPEED ZONES","EXCEEDING SPEED ZONES","Speeding"
"WI","EXCESSIVE FRONT DRIVER SIDE WINDOW TINT","EXCESSIVE FRONT DRIVER SIDE WINDOW TINT","Equipment"
"WI","EXCESSIVE FRONT PASSENGER SIDE WINDOW TINT","EXCESSIVE FRONT PASSENGER SIDE WINDOW TINT","Equipment"
"WI","EXCESSIVE REAR DRIVER SIDE WINDOW TINTING","EXCESSIVE REAR DRIVER SIDE WINDOW TINTING","Equipment"
"WI","EXCESSIVE REAR PASSENGER SIDE WINDOW TINTING","EXCESSIVE REAR PASSENGER SIDE WINDOW TINTING","Equipment"
"WI","EXCESSIVE REAR SIDE WINDOW TINTING","EXCESSIVE REAR SIDE WINDOW TINTING","Equipment"
"WI","EXCESSIVE REAR WINDOW TINT (35% REQUIRED)","EXCESSIVE REAR WINDOW TINT (35% REQUIRED)","Equipment"
"WI","EXCESSIVE REAR WINDOW TINTING","EXCESSIVE REAR WINDOW TINTING","Equipment"
"WI","EXCESSIVE TINT ON WINDSHIELD","EXCESSIVE TINT ON WINDSHIELD","Equipment"
"WI","EXPIRED DRIVERS LICENSE","EXPIRED DRIVERS LICENSE","License"
"WI","EXPIRED PROOF OF INSURANCE","EXPIRED PROOF OF INSURANCE","Paperwork"
"WI","EXPIRED REGISTRATION","EXPIRED REGISTRATION","Registration/plates"
"WI","EXPIRED VEHICLE REGISTRATION","EXPIRED VEHICLE REGISTRATION","Registration/plates"
"WI","FAIL /CHANGE LANE-PASSING STOP EMERG VEH","FAIL /CHANGE LANE-PASSING STOP EMERG VEH","Safe movement"
"WI","FAIL TO FOLLOW INDICATED TURN","FAIL TO FOLLOW INDICATED TURN","Safe movement"
"WI","FAIL TO OBEY TRAFFIC SIGN","FAIL TO OBEY TRAFFIC SIGN","Safe movement"
"WI","FAIL TO SIGNAL TURN","FAIL TO SIGNAL TURN","Safe movement"
"WI","FAIL TO STOP/IMPROPER STOP AT STOP SIGN","FAIL TO STOP/IMPROPER STOP AT STOP SIGN","Stop sign/light"
"WI","FAIL TO YIELD TO RIGHT","FAIL TO YIELD TO RIGHT","Safe movement"
"WI","FAIL/ATTACH REAR REGIS. DECAL/TAG","FAIL/ATTACH REAR REGIS. DECAL/TAG","Registration/plates"
"WI","FAIL/CHANGE LANE-PASSING STOP EMERG VEH","FAIL/CHANGE LANE-PASSING STOP EMERG VEH","Safe movement"
"WI","FAIL/DISPLAY FRONT REGISTRATION PLATE","FAIL/DISPLAY FRONT REGISTRATION PLATE","Registration/plates"
"WI","FAIL/DISPLAY VEHICLE LICENSE PLATES","FAIL/DISPLAY VEHICLE LICENSE PLATES","Registration/plates"
"WI","FAIL/EQUIP REQUIRED BUMPER","FAIL/EQUIP REQUIRED BUMPER","Equipment"
"WI","FAIL/EQUIP REQUIRED MIRRORS","FAIL/EQUIP REQUIRED MIRRORS","Equipment"
"WI","FAIL/EQUIP VEHICLE FENDERS","FAIL/EQUIP VEHICLE FENDERS","Equipment"
"WI","FAIL/MAINTAIN DOOR/HOOD TRUNK LID","FAIL/MAINTAIN DOOR/HOOD TRUNK LID","Equipment"
"WI","FAIL/MAINTAIN HEADLAMPS","FAIL/MAINTAIN HEADLAMPS","Lights"
"WI","FAIL/MAINTAIN HIGH-MOUNTED STOP LAMP","FAIL/MAINTAIN HIGH-MOUNTED STOP LAMP","Lights"
"WI","FAIL/MAINTAIN RESTRAINING DEVICES","FAIL/MAINTAIN RESTRAINING DEVICES","Equipment"
"WI","FAIL/MAINTAIN SIGNAL LENSES","FAIL/MAINTAIN SIGNAL LENSES","Lights"
"WI","FAIL/MAINTAIN/EQUIP LAMPS/REFLECTORS","FAIL/MAINTAIN/EQUIP LAMPS/REFLECTORS","Lights"
"WI","FAIL/NOTIFY ADDRESS CHANGE","FAIL/NOTIFY ADDRESS CHANGE","Paperwork"
"WI","FAIL/NOTIFY DMV OF ADD./NAME/COLOR CHANGE","FAIL/NOTIFY DMV OF ADD./NAME/COLOR CHANGE","Paperwork"
"WI","FAIL/NOTIFY DMV OF ADDRESS CHANGE","FAIL/NOTIFY DMV OF ADDRESS CHANGE","Paperwork"
"WI","FAIL/NOTIFY DMV OF ADDRESS/NAME CHANGE","FAIL/NOTIFY DMV OF ADDRESS/NAME CHANGE","Paperwork"
"WI","FAIL/OBEY TRAFFIC OFFICER SIGN/SIGNAL","FAIL/OBEY TRAFFIC OFFICER SIGN/SIGNAL","Safe movement"
"WI","FAIL/OBEY TRAFFIC SIGN/SIGNAL","FAIL/OBEY TRAFFIC SIGN/SIGNAL","Safe movement"
"WI","FAIL/PROPERLY MAINTAIN EXHAUST SYSTEM","FAIL/PROPERLY MAINTAIN EXHAUST SYSTEM","Equipment"
"WI","FAIL/PROPERLY MAINTAIN HEADLAMPS","FAIL/PROPERLY MAINTAIN HEADLAMPS","Lights"
"WI","FAIL/PROPERLY MAINTAIN STOP LAMPS","FAIL/PROPERLY MAINTAIN STOP LAMPS","Lights"
"WI","FAIL/PROPERLY MAINTAIN TAIL LAMPS","FAIL/PROPERLY MAINTAIN TAIL LAMPS","Lights"
"WI","FAIL/SLOW VEHICLE-PASSING STOP EMERG VEH","FAIL/SLOW VEHICLE-PASSING STOP EMERG VEH","Safe movement"
"WI","FAIL/STOP AT STOP SIGN","FAIL/STOP AT STOP SIGN","Stop sign/light"
"WI","FAIL/YIELD FOR YIELD SIGN","FAIL/YIELD FOR YIELD SIGN","Safe movement"
"WI","FAIL/YIELD RIGHT/WAY FROM STOP SIGN","FAIL/YIELD RIGHT/WAY FROM STOP SIGN","Stop sign/light"
"WI","FAIL/YIELD TO RIGHT FOR EMERGENCY VEHICLE","FAIL/YIELD TO RIGHT FOR EMERGENCY VEHICLE","Safe movement"
"WI","FAIL/YIELD TO RIGHT SHLDR FOR EMERGENCY VEHICLE","FAIL/YIELD TO RIGHT SHLDR FOR EMERGENCY VEHICLE","Safe movement"
"WI","FAIL/YIELD TO STOP FOR EMERGENCY VEHICLE","FAIL/YIELD TO STOP FOR EMERGENCY VEHICLE","Safe movement"
"WI","FAIL/YIELD WHILE MAKING LEFT TURN","FAIL/YIELD WHILE MAKING LEFT TURN","Safe movement"
"WI","FAILURE OF SLOWER VEHICLE TO KEEP RIGHT","FAILURE OF SLOWER VEHICLE TO KEEP RIGHT","Safe movement"
"WI","FAILURE TO CARRY DL ON PERSON","FAILURE TO CARRY DL ON PERSON","License"
"WI","FAILURE TO CARRY REGISTRATION CERTIFICATE","FAILURE TO CARRY REGISTRATION CERTIFICATE","Registration/plates"
"WI","FAILURE TO DIM HEADLAMP","FAILURE TO DIM HEADLAMP","Lights"
"WI","FAILURE TO DIM HEADLAMPS","FAILURE TO DIM HEADLAMPS","Lights"
"WI","FAILURE TO DISPLAY CURRENT REGISTRATION DECAL","FAILURE TO DISPLAY CURRENT REGISTRATION DECAL","Registration/plates"
"WI","FAILURE TO DISPLAY FRONT LICENSE PLATE","FAILURE TO DISPLAY FRONT LICENSE PLATE","Registration/plates"
"WI","FAILURE TO DISPLAY FRONT REGISTRATION PLATE","FAILURE TO DISPLAY FRONT REGISTRATION PLATE","Registration/plates"
"WI","FAILURE TO DISPLAY LICENSE PLATE","FAILURE TO DISPLAY LICENSE PLATE","Registration/plates"
"WI","FAILURE TO DISPLAY REGISTRATION DECAL","FAILURE TO DISPLAY REGISTRATION DECAL","Registration/plates"
"WI","FAILURE TO FASTEN SEAT BELT-DRIVER","FAILURE TO FASTEN SEAT BELT-DRIVER","Seat belt"
"WI","FAILURE TO FASTEN SEAT BELT-PASSENGER","FAILURE TO FASTEN SEAT BELT-PASSENGER","Seat belt"
"WI","FAILURE TO KEEP VEHICLE UNDER CONTROL","FAILURE TO KEEP VEHICLE UNDER CONTROL","Safe movement"
"WI","FAILURE TO NOTIFY DMV CHANGE OF ADDRESS-DL","FAILURE TO NOTIFY DMV CHANGE OF ADDRESS-DL","Paperwork"
"WI","FAILURE TO NOTIFY DMV CHANGE OF ADDRESS-VEH","FAILURE TO NOTIFY DMV CHANGE OF ADDRESS-VEH","Paperwork"
"WI","FAILURE TO OBEY SIGN OR SIGNAL","FAILURE TO OBEY SIGN OR SIGNAL","Safe movement"
"WI","FAILURE TO SIGNAL LANE CHANGE","FAILURE TO SIGNAL LANE CHANGE","Safe movement"
"WI","FAILURE TO SIGNAL TURN","FAILURE TO SIGNAL TURN","Safe movement"
"WI","FAILURE TO TRANSFER TITLE","FAILURE TO TRANSFER TITLE","Paperwork"
"WI","FAILURE TO TRANSFER VEHICLE TITLE","FAILURE TO TRANSFER VEHICLE TITLE","Paperwork"
"WI","FAILURE TO UTILIZE TURN SIGNAL","FAILURE TO UTILIZE TURN SIGNAL","Safe movement"
"WI","FAILURE/APPLY FOR WI LICENSE W/I 60 DAYS","FAILURE/APPLY FOR WI LICENSE W/I 60 DAYS","License"
"WI","FOLLOWING OPERATOR FAIL/DIM MULTIBEAMS","FOLLOWING OPERATOR FAIL/DIM MULTIBEAMS","Lights"
"WI","FOLLOWING TOO CLOSELY","FOLLOWING TOO CLOSELY","Safe movement"
"WI","FRONT DRIVERS SIDE WINDOW NOT OPERATE","FRONT DRIVERS SIDE WINDOW NOT OPERATE","Equipment"
"WI","FRONT SIDE WINDOW TINT <50% TRANSMITTAL","FRONT SIDE WINDOW TINT <50% TRANSMITTAL","Equipment"
"WI","ILLEGAL CLEAR STOP/TAIL LENSES","ILLEGAL CLEAR STOP/TAIL LENSES","Lights"
"WI","ILLEGAL MATERIALS ON WINDSHIELD","ILLEGAL MATERIALS ON WINDSHIELD","Equipment"
"WI","ILLEGAL PASSING OF STOPPED EMERG VEH","ILLEGAL PASSING OF STOPPED EMERG VEH","Safe movement"
"WI","ILLEGAL SIDE WINDOW TINT","ILLEGAL SIDE WINDOW TINT","Equipment"
"WI","ILLEGAL STOP/TAIL LAMP","ILLEGAL STOP/TAIL LAMP","Lights"
"WI","IMPEDING TRAFFIC BY SLOW SPEED","IMPEDING TRAFFIC BY SLOW SPEED","Safe movement"
"WI","IMPROPER COLOR LAMP","IMPROPER COLOR LAMP","Lights"
"WI","IMPROPER DISPLAY OF LICENSE PLATE/TAG/DECAL","IMPROPER DISPLAY OF LICENSE PLATE/TAG/DECAL","Registration/plates"
"WI","IMPROPER DISPLAY OF REGISTRATION DECAL","IMPROPER DISPLAY OF REGISTRATION DECAL","Registration/plates"
"WI","IMPROPER DISPLAY REGISTRATION DECAL","IMPROPER DISPLAY REGISTRATION DECAL","Registration/plates"
"WI","IMPROPER DISPLAY/PLATES (HARD TO SEE)","IMPROPER DISPLAY/PLATES (HARD TO SEE)","Registration/plates"
"WI","IMPROPER DISPLAY/PLATES (ILLEGIBLE)","IMPROPER DISPLAY/PLATES (ILLEGIBLE)","Registration/plates"
"WI","IMPROPER LEFT TURN/APPROACH","IMPROPER LEFT TURN/APPROACH","Safe movement"
"WI","IMPROPER LEFT TURN/INTERSECTION","IMPROPER LEFT TURN/INTERSECTION","Safe movement"
"WI","IMPROPER PARKING OFF ROADWAY","IMPROPER PARKING OFF ROADWAY","Other"
"WI","IMPROPER PARKING ON ROADWAY","IMPROPER PARKING ON ROADWAY","Other"
"WI","IMPROPER REGISTRATION OF AUTO ETC","IMPROPER REGISTRATION OF AUTO ETC","Registration/plates"
